时间序号,归一化流量,归一化液位,归一化设备性能,归一化温度,设备前端可能的影响因素1,设备前端可能的影响因素2,设备前端可能的影响因素3
1049,0.764818661,0.841011743,0.235057984,0.752261221,0.763210171,0.353485064,0.416611075
1050,0.770091069,0.888372693,0.242491823,0.755974599,0.75367501,0.402560455,0.384859669
1051,0.792618629,0.895341334,0.242714897,0.760925566,0.757647994,0.423897582,0.378676668
1052,0.76849337,0.86036908,0.237288136,0.760735144,0.767183155,0.438477952,0.38268723
1053,0.004952868,0.877919732,0.297576551,0.753975017,0.762415574,0.464438122,0.356283342
1054,0.815945039,0.884372177,0.240484746,0.753594174,0.760031784,0.483997155,0.356283342
1055,0.784789903,0.888114595,0.24122813,0.75530797,0.764004768,0.497510669,0.343583024
1056,0.782233584,0.883081688,0.241822777,0.754355861,0.77075884,0.498577525,0.345086832
1057,0.795334718,0.888501742,0.241822777,0.746929715,0.766388558,0.524893314,0.317179136
1058,0.769451989,0.866692476,0.238700565,0.747691097,0.765593961,0.516002845,0.323028128
1059,0.76753475,0.840624597,0.234686292,0.749500257,0.768772348,0.518847795,0.320020206
1060,0.79070139,0.856626662,0.235801368,0.743025915,0.765991259,0.549786629,0.291109625
1061,0.784789903,0.887727449,0.24353256,0.745406036,0.748907429,0.544096728,0.306149784
1062,0.018533312,0.845657504,0.291926851,0.743120974,0.729837108,0.577880512,0.272393127
1063,0.02364595,0.882694541,0.298691627,0.741788021,0.637266587,0.594238976,0.259191183
1064,0.818181818,0.890824623,0.239667023,0.743025915,0.635677394,0.574679943,0.272226
1065,0.779517495,0.868757259,0.237139518,0.741692963,0.624950338,0.581081081,0.269217925
1066,0.774724397,0.891211769,0.242194469,0.738646214,0.671434247,0.573968706,0.270554789
1067,0.777760026,0.870176797,0.237436872,0.739598323,0.70242352,0.536984353,0.292279484
1068,0.777760026,0.837269325,0.233719952,0.743406759,0.744934446,0.278449502,0.664772722
1069,0.766256591,0.848109433,0.235504014,0.744453927,0.588796186,0.427809388,0.380180475
1070,0.76785429,0.879597367,0.238997978,0.748548148,0.580850219,0.365576102,0.434659217
1071,0.02396549,0.886049813,0.298022652,0.752451643,0.573698848,0.402204836,0.396390494
1072,0.015657453,0.841269841,0.290514404,0.755879235,0.572109654,0.402560455,0.414438636
1073,0.809873782,0.842302233,0.232084448,0.751880377,0.557409615,0.416785206,0.395889021
1074,0.779197955,0.842431281,0.232679215,0.753403752,0.552642034,0.455192034,0.36029421
1075,0.780795654,0.851722803,0.235057984,0.759306828,0.553833929,0.461237553,0.354612376
1076,0.76769452,0.856884759,0.236916444,0.764638639,0.554628526,0.466571835,0.352941411
1077,0.792299089,0.894050845,0.242194469,0.76244894,0.551052841,0.519559033,0.408589644
1078,0.773446237,0.892502258,0.242491823,0.753403752,0.535558204,0.508179232,0.290942497
1079,0.787825531,0.873532069,0.23936967,0.75740261,0.538339293,0.514224751,0.280581532
1080,0.788624381,0.880113563,0.240113054,0.758354719,0.539928486,0.513513514,0.279746018
1081,0.026521809,0.863337205,0.295049117,0.755498392,0.536750099,0.522048364,0.270220657
1082,0.46540981,0.876371145,0.241153791,0.748262363,0.526023043,0.571123755,0.130514714
1083,0.798050807,0.876629242,0.238774903,0.75083321,0.522844656,0.568990043,0.132352929
1084,0.79102093,0.87804878,0.238700565,0.751880377,0.52205006,0.565078236,0.136864996
1085,0.795814028,0.884759324,0.240782099,0.750928268,0.521255463,0.564366999,0.134859653
1086,0.783831283,0.849399923,0.235578412,0.744739712,0.514898689,0.570056899,0.130848938
1087,0.76641636,0.870176797,0.238551948,0.745882243,0.512912197,0.563300142,0.133021408
1088,0.778239335,0.862821009,0.237882902,0.747119832,0.515295987,0.561522048,0.131851609
1089,0.784789903,0.845657504,0.234611954,0.743692239,0.512514899,0.564366999,0.131517385
1090,0.016616073,0.869273455,0.295272079,0.738836635,0.504171633,0.541963016,0.135193816
1091,0.004793098,0.869015357,0.295123437,0.741597599,0.514104092,0.512802276,0.146557483
1092,0.815305959,0.891469867,0.237659828,0.746548567,0.531585221,0.464082504,0.169284727
1093,0.798849656,0.867079623,0.236470413,0.75111869,0.543504172,0.405405405,0.190675137
1094,0.779197955,0.972641631,0.255278085,0.754355861,0.537544696,0.39544808,0.199866304
1095,0.782393354,0.957801007,0.253419625,0.754546283,0.524036551,0.421052632,0.188669794
1096,0.771528998,0.970963995,0.256095807,0.761401468,0.530393325,0.442034139,0.180815522
1097,0.768812909,0.95147761,0.251932858,0.759116406,0.519666269,0.458392603,0.177807478
1098,0.789103691,0.970060653,0.255501041,0.769684969,0.525625745,0.468705548,0.180481267
1099,0.02364595,0.926700219,0.30501039,0.768827919,0.520858164,0.506401138,0.158255314
1100,0.027160888,0.974448316,0.313559304,0.776349733,0.523241955,0.495376956,0.174131047
1101,0.79038185,0.939734159,0.248513232,0.772160453,0.522447358,0.513157895,0.168950564
1102,0.777760026,0.969802555,0.254311627,0.771684246,0.514104092,0.519914651,0.144217887
1103,0.792139319,0.937540328,0.250817782,0.771589187,0.514501391,0.538406828,0.157085577
1104,0.781754274,0.960511034,0.254460303,0.774350151,0.517679778,0.540184922,0.159759366
1105,0.787985301,0.967350626,0.255724115,0.771208344,0.516885181,0.49715505,0.155581554
1106,0.786707142,0.966705381,0.256318763,0.76873286,0.512514899,0.56970128,0.145053492
1107,0.788784151,0.966963479,0.255649777,0.767114122,0.512912197,0.568990043,0.149064207
1108,0.783991053,0.930700736,0.250817782,0.761020624,0.50735002,0.576458037,0.143382343
1109,0.020929861,0.919731578,0.304787428,0.762258518,0.505760826,0.576458037,0.143716597
1110,0.025882729,0.923990192,0.305530812,0.761211351,0.506555423,0.571834993,0.145220558
1111,0.803163445,0.939863208,0.250371692,0.760925566,0.508541915,0.575391181,0.146056163
1112,0.782712893,0.931216931,0.248661968,0.758450082,0.508144617,0.567923186,0.144719268
1113,0.792299089,0.963995354,0.254460303,0.761496831,0.516487882,0.548008535,0.157586897
1114,0.788784151,0.941669893,0.251412429,0.760258937,0.522844656,0.4943101,0.182653737
1115,0.7683336,0.95973674,0.253122272,0.762829784,0.531585221,0.43029872,0.209057503
1116,0.76721521,0.972899729,0.255426702,0.764924424,0.546682559,0.397581792,0.222593579
1117,0.76849337,0.955220028,0.253047933,0.771398766,0.55860151,0.313655761,0.260695174
1118,0.007509187,0.97509356,0.313187612,0.772445933,0.556615018,0.27027027,0.270387785
1119,0.02428503,0.960123887,0.31088314,0.778729853,0.551450139,0.316500711,0.255347625
1120,0.809074932,0.973415925,0.254460303,0.779586903,0.544696067,0.36344239,0.237299483
1121,0.778239335,0.948896632,0.249777044,0.784537871,0.545490663,0.402916074,0.220588206
1122,0.777280716,0.971996387,0.255575379,0.789583896,0.542312277,0.424964438,0.209558792
1123,0.768972679,0.948380436,0.252824859,0.793106852,0.543504172,0.448790896,0.200534752
1124,0.76721521,0.971480191,0.255649777,0.793297274,0.538736591,0.464082504,0.188502667
1125,0.787505991,0.955865273,0.254460303,0.798248241,0.541914978,0.47083926,0.192513352
1126,0.79006231,0.971996387,0.256616117,0.791107271,0.53913389,0.491109531,0.176470583
1127,0.004952868,0.974061169,0.313708034,0.797391191,0.54390147,0.513513514,0.161430454
1128,0.012621825,0.954703833,0.310660178,0.786061245,0.539531188,0.506756757,0.165106976
1129,0.794216328,0.973157827,0.254831995,0.793201911,0.54390147,0.502489331,0.172292771
1130,0.778718645,0.953671441,0.252230152,0.783204918,0.541120381,0.551564723,0.136029452
1131,0.777440486,0.971867338,0.256170086,0.789203053,0.543106873,0.497510669,0.172292771
1132,0.773765777,0.947477094,0.253122272,0.781967024,0.539928486,0.49715505,0.166443841
1133,0.787985301,0.971867338,0.256764853,0.784061664,0.538736591,0.359174964,0.155915778
1134,0.792139319,0.94554136,0.251932858,0.779015638,0.534366309,0.497510669,0.154244629
1135,0.771209458,0.970834946,0.255724115,0.780443649,0.529598729,0.480796586,0.156417098
1136,0.024764339,0.947218996,0.309247731,0.778253951,0.529598729,0.47688478,0.158422441
1137,0.002556319,0.974706414,0.313708034,0.775588045,0.517282479,0.464793741,0.152239287
1138,0.809394472,0.951864757,0.250669045,0.778063529,0.524831148,0.431365576,0.164772722
1139,0.799328966,0.96567299,0.252230152,0.776730576,0.535558204,0.366998578,0.183489281
1140,0.768653139,0.969415408,0.255426702,0.784918714,0.550655542,0.319345661,0.216243267
1141,0.778718645,0.947477094,0.251115076,0.783014496,0.557806913,0.268136558,0.236631005
1142,0.769611759,0.969673506,0.256839191,0.791488114,0.558204211,0.265291607,0.238135089
1143,0.787505991,0.941282746,0.25044609,0.78996474,0.553833929,0.326458037,0.204211243
1144,0.769292219,0.970189702,0.254906393,0.797296132,0.551450139,0.362019915,0.185494623
1145,0.005432178,0.934314105,0.306125465,0.797486554,0.54866905,0.390469417,0.172125705
1146,0.005112638,0.974577365,0.313336343,0.804913005,0.541914978,0.413229018,0.155915778
1147,0.79054162,0.949929023,0.24955397,0.807673969,0.526420342,0.436344239,0.145721939
1148,0.780316344,0.971738289,0.254460303,0.806626801,0.494239174,0.440967283,0.139705882
1149,0.780955424,0.971222093,0.25505501,0.811863248,0.480731029,0.463726885,0.127840925
1150,0.774884167,0.956510517,0.253345227,0.801199627,0.468017481,0.465504979,0.126002648
1151,0.774404857,0.971093044,0.256318763,0.810054394,0.466825586,0.470128023,0.130013333
1152,0.781754274,0.949541876,0.253865656,0.798629085,0.470003973,0.47688478,0.123328858
1153,0.79086116,0.971351142,0.256170086,0.805865114,0.479141836,0.463371266,0.134024079
1154,0.026042499,0.94205704,0.308281296,0.797867398,0.49503377,0.463015647,0.140040136
1155,0.018693082,0.97509356,0.314154047,0.80129499,0.507747318,0.474039829,0.132185802
1156,0.797092187,0.947993289,0.248513232,0.797010347,0.518474374,0.46230441,0.14354947
1157,0.800287586,0.972125436,0.255724115,0.796915288,0.508541915,0.451991465,0.141544128
1158,0.791979549,0.941540844,0.251412429,0.794058961,0.497417561,0.4943101,0.101938479
1159,0.79181978,0.970705898,0.256095807,0.796724867,0.474374255,0.460881935,0.127005319
1160,0.770091069,0.970318751,0.254980731,0.791868958,0.458879619,0.456970128,0.122994635
1161,0.768972679,0.938056523,0.250520428,0.791202634,0.471195868,0.363086771,0.139705882
1162,0.79006231,0.970189702,0.254757657,0.795582336,0.491855383,0.385135135,0.149732624
1163,0.786707142,0.948380436,0.25185846,0.794535168,0.517679778,0.341749644,0.170454525
1164,0.02348618,0.973674022,0.313038971,0.802056677,0.543504172,0.277027027,0.206049489
1165,0.801405975,0.94437992,0.249405352,0.80043794,0.550258244,0.253911807,0.211229972
1166,0.801565745,0.971222093,0.254460303,0.808054812,0.554628526,0.29374111,0.192346286
1167,0.796612877,0.941540844,0.249777044,0.810149452,0.561382598,0.339615932,0.169953236
1168,0.794056559,0.970060653,0.25505501,0.814338732,0.542709575,0.370910384,0.150233944
1169,0.76641636,0.942573235,0.250743384,0.819099277,0.528406834,0.390469417,0.143883694
1170,0.79181978,0.969802555,0.254980731,0.817671266,0.485498609,0.404338549,0.137032123
1171,0.770091069,0.9704478,0.25691347,0.828334888,0.474374255,0.419630156,0.130347587
1172,0.79006231,0.961930572,0.254014273,0.816719157,0.450139054,0.440256046,0.117479959
1173,0.02428503,0.974190218,0.313410663,0.825192775,0.444974176,0.437411095,0.124498657
1174,0.026841348,0.956897664,0.310585769,0.815100419,0.434644418,0.455192034,0.112800827
1175,0.792299089,0.972383533,0.253791317,0.821860546,0.427890346,0.452702703,0.116644384
1176,0.778239335,0.944896116,0.25230455,0.81624295,0.435836313,0.448790896,0.123161731
1177,0.795174948,0.971093044,0.255278085,0.816719157,0.425903854,0.454125178,0.116811511
1178,0.778718645,0.939217964,0.251784121,0.812720299,0.434644418,0.46514936,0.115975906
1179,0.788943921,0.971093044,0.256987809,0.813291564,0.425506555,0.455192034,0.120320845
1180,0.76721521,0.946573751,0.252601844,0.81414831,0.433452523,0.46230441,0.117145704
1181,0.788464611,0.971222093,0.256764853,0.808340597,0.424711959,0.45341394,0.121490643
1182,0.003035629,0.951735708,0.309916795,0.811577768,0.435836313,0.453058321,0.122827569
1183,0.006710337,0.974964512,0.314005406,0.804151317,0.420738975,0.484352774,0.100935808
1184,0.79166001,0.971867338,0.25230455,0.810244815,0.423122765,0.457681366,0.118816854
1185,0.782073814,0.949929023,0.251338091,0.80338963,0.440206595,0.434210526,0.128342245
1186,0.792458859,0.970318751,0.251932858,0.811196924,0.478744537,0.433499289,0.118816854
1187,0.769931299,0.933539812,0.247918585,0.810435237,0.523639253,0.349217639,0.176303517
1188,0.772008308,0.970576849,0.255426702,0.817385481,0.567739372,0.282361309,0.216744648
1189,0.76769452,0.927216415,0.24724948,0.818432953,0.590782678,0.302987198,0.208054831
1190,0.768812909,0.970576849,0.255501041,0.822050968,0.602701629,0.304054054,0.200868976
1191,0.004154018,0.942960382,0.307314951,0.826811513,0.616209774,0.350284495,0.179645723
1192,0.003035629,0.97393212,0.312964651,0.825764041,0.614223282,0.373044097,0.168950564
1193,0.811311711,0.95031617,0.24858763,0.833285855,0.628923321,0.394025605,0.162098963
1194,0.778239335,0.937153181,0.249182278,0.832524168,0.628128725,0.401493599,0.158756695
1195,0.773765777,0.969028262,0.255724115,0.837094291,0.627731426,0.412162162,0.154913107
1196,0.792299089,0.969802555,0.256764853,0.834809229,0.61223679,0.428876245,0.143215216
1197,0.776961176,0.970060653,0.256541778,0.831000793,0.571712356,0.446301565,0.140541457
1198,0.770410609,0.901019486,0.244127327,0.823859823,0.588398888,0.458748222,0.139371658
1199,0.769451989,0.968899213,0.256393161,0.824907295,0.611442193,0.459459459,0.140040136
1200,0.440006391,0.968770164,0.315046072,0.825383197,0.633293603,0.457681366,0.143716597
1201,0.02300687,0.952510001,0.310437128,0.821765183,0.647199046,0.451280228,0.150735295
1202,0.819779517,0.931991225,0.24724948,0.816052528,0.655145014,0.463726885,0.145721939
1203,0.785428982,0.953542393,0.251635504,0.811577768,0.655145014,0.450213371,0.152573541
1204,0.780316344,0.967221577,0.25460904,0.81386283,0.662296385,0.449502134,0.159090949
1205,0.79022208,0.948122338,0.252155813,0.81176819,0.667063965,0.464082504,0.149064207
1206,0.783351973,0.934443154,0.249256616,0.805198485,0.648390942,0.478307255,0.140040136
1207,0.788304841,0.966963479,0.255575379,0.805674692,0.637266587,0.476173542,0.142546799
1208,0.76801406,0.967221577,0.253791317,0.806055536,0.658323401,0.467638691,0.145220558
1209,0.770250839,0.894437992,0.242120131,0.801770892,0.66348828,0.421763869,0.169786108
1210,0.003195399,0.970705898,0.312518638,0.806817223,0.678982916,0.377311522,0.202707221
1211,0.024604569,0.938056523,0.3070919,0.809102285,0.698450536,0.336059744,0.214405051
1212,0.782553124,0.903213318,0.240113054,0.810435237,0.698053238,0.269914651,0.25451199
1213,0.796293338,0.967608724,0.25275058,0.814909998,0.691299166,0.285206259,0.247827576
1214,0.785908292,0.968512066,0.253865656,0.818813797,0.688120779,0.377667141,0.19585562
1215,0.787026682,0.950445219,0.252081475,0.821860546,0.688120779,0.374466572,0.206049489
1216,0.787346221,0.921796361,0.247323818,0.820241808,0.683750497,0.39544808,0.201036103
1217,0.788943921,0.902826171,0.24353256,0.82014675,0.6829559,0.392247511,0.438836937
1218,0.788624381,0.920247774,0.246283081,0.819385062,0.681366706,0.431365576,0.186497325
1219,0.009266656,0.935475545,0.306720208,0.821193917,0.683353198,0.45056899,0.179144403
1220,0.02428503,0.934830301,0.3070919,0.819860965,0.686134287,0.462660028,0.174966591
1221,0.802843905,0.969673506,0.252527505,0.820908437,0.686531585,0.474395448,0.162098963
1222,0.778718645,0.96928636,0.254237348,0.822717292,0.690107271,0.472972973,0.165274042
1223,0.794535868,0.969028262,0.253865656,0.822146026,0.694477553,0.47083926,0.167947863
1224,0.777760026,0.91947348,0.24539102,0.815290841,0.695669448,0.473684211,0.162433156
1225,0.775842786,0.909536714,0.244052929,0.809006921,0.681764005,0.484708393,0.1472259
1226,0.775203707,0.960123887,0.253047933,0.811958612,0.607469209,0.480085349,0.14087568
1227,0.765777281,0.969028262,0.254831995,0.813577349,0.521255463,0.477240398,0.133856982
1228,0.002236779,0.971222093,0.313336343,0.813196201,0.47794994,0.48826458,0.120320845
1229,0.02380572,0.951090463,0.310214077,0.808626078,0.457290425,0.487908962,0.113970564
1230,0.825691005,0.913924377,0.241748439,0.805103426,0.425506555,0.490753912,0.105782098
1231,0.794855408,0.967479675,0.251784121,0.806531438,0.406038935,0.488975818,0.100601615
1232,0.772008308,0.969028262,0.254385965,0.807959754,0.40484704,0.466216216,0.111798155
1233,0.771369228,0.954187637,0.251115076,0.809197343,0.49026619,0.4185633,0.127840925
1234,0.7667359,0.935475545,0.24814154,0.809006921,0.519268971,0.362375533,0.157252642
1235,0.997603451,0.970318751,0.232381802,1,0.194278903,0.467638691,0.002172411
1236,0.791979549,0.946057556,0.254683318,0.961534794,0.194676202,0.616998578,0.012700514
1237,0.783192203,0.944767067,0.253568243,0.929068027,0.194278903,0.747866287,0.009692494
1238,0.769611759,0.969415408,0.259143622,0.922212842,0.194676202,0.796941679,0.010360923
1239,0.787505991,0.969931604,0.258325959,0.925830856,0.203019468,0.81116643,0.014538741
1240,0.789423231,0.968383017,0.257582575,0.924212118,0.212951927,0.79943101,0.02122327
1241,0.76721521,0.967608724,0.258028546,0.897553064,0.210965435,0.799786629,0.022225945
1242,0.02396549,0.968899213,0.313187612,0.905931624,0.223281685,0.79374111,0.029411724
1243,0.755072695,0.976642147,0.256839191,0.878701305,0.259038538,0.725462304,0.031584187
1244,0.804920914,0.974448316,0.256690455,0.883747635,0.266587207,0.66571835,0.051303479
1245,0.776162326,0.952510001,0.253791317,0.878796668,0.308700834,0.613086771,0.077038766
1246,0.79181978,0.972125436,0.256244425,0.878701305,0.317838697,0.579302987,0.107954506
1247,0.770250839,0.930055491,0.250371692,0.874321603,0.337306317,0.586770982,0.120655099
1248,0.792618629,0.971093044,0.257656854,0.877749196,0.341279301,0.595661451,0.119151047
1249,0.76769452,0.886953155,0.243978591,0.868989792,0.36352801,0.568634424,0.145721939
1250,0.787825531,0.882307395,0.241451085,0.865371778,0.377433453,0.55512091,0.163101634
1251,0.02348618,0.928377855,0.305605132,0.868133047,0.391736194,0.560099573,0.150401072
1252,0.019971241,0.943863724,0.308876039,0.862991658,0.403655145,0.522759602,0.188836891
1253,0.815785269,0.977932636,0.256244425,0.865086298,0.416765991,0.496443812,0.208890375
1254,0.788145071,0.956381469,0.25460904,0.849662131,0.413587604,0.504623044,0.200033432
1255,0.794695638,0.971738289,0.256170086,0.857850269,0.43663091,0.451635846,0.246323493
1256,0.79006231,0.971093044,0.257210883,0.852899302,0.442193087,0.423897582,0.269886403
1257,0.771369228,0.971351142,0.258028546,0.846234538,0.442987684,0.420697013,0.285093567
1258,0.76689567,0.892760356,0.243235207,0.837951037,0.443384982,0.431721195,0.262199258
1259,0.788145071,0.918957285,0.247918585,0.836713447,0.451728248,0.433499289,0.263368995
1260,0.763061192,0.943605627,0.252007196,0.837570193,0.465633691,0.426742532,0.269719276
1261,0.02380572,0.974964512,0.314228368,0.832714589,0.464441796,0.42745377,0.265374337
1262,0.003355169,0.93495935,0.307463592,0.830429528,0.475963449,0.432788051,0.262366385
1263,0.789263461,0.945025165,0.250223015,0.82881079,0.485895908,0.42140825,0.270554789
1264,0.776801406,0.971996387,0.255872733,0.829477419,0.497020262,0.423541963,0.266377069
1265,0.772966928,0.971351142,0.256541778,0.82547856,0.499404052,0.390113798,0.287600291
1266,0.789263461,0.964253452,0.253865656,0.825288139,0.513706794,0.353485064,0.312165933
1267,0.775043937,0.945283262,0.252007196,0.826906572,0.538736591,0.304054054,0.340407945
1268,0.76817383,0.963866305,0.254831995,0.832714589,0.566150179,0.252489331,0.36864965
1269,0.785748522,0.882952639,0.241005055,0.833285855,0.54866905,0.205903272,0.398562933
1270,0.025722959,0.888501742,0.298171293,0.835570917,0.531982519,0.240042674,0.378676668
1271,0.011183895,0.933152665,0.305828183,0.841473993,0.552244736,0.293385491,0.354110903
1272,0.809074932,0.966705381,0.253122272,0.845567909,0.555025824,0.332147937,0.334224637
1273,0.803323215,0.959349593,0.253939935,0.847186647,0.553039333,0.355263158,0.321189698
1274,0.797092187,0.926313073,0.247398156,0.846805804,0.54866905,0.376244666,0.310995829
1275,0.79134047,0.94554136,0.252007196,0.855755629,0.584823202,0.399359886,0.303810187
1276,0.764658891,0.951606659,0.253122272,0.854708156,0.585220501,0.427809388,0.281417137
1277,0.769132449,0.964124403,0.255426702,0.852803938,0.583234009,0.451635846,0.26737971
1278,0.788624381,0.926054975,0.249331014,0.846805804,0.57568534,0.450924609,0.268382412
1279,0.789423231,0.891986063,0.243755635,0.843092426,0.578466428,0.47688478,0.244151146
1280,0.002556319,0.903987611,0.301516521,0.843092426,0.588001589,0.471194879,0.256183231
1281,0.020929861,0.941411795,0.308206976,0.843949476,0.600715137,0.464793741,0.263703249
1282,0.797092187,0.927732611,0.247398156,0.840616942,0.604290822,0.525604552,0.210060174
1283,0.778239335,0.948122338,0.252007196,0.84252116,0.617401669,0.471550498,0.255848976
1284,0.76849337,0.931604078,0.249479631,0.838998509,0.613825983,0.484708393,0.245655107
1285,0.782233584,0.899083753,0.245168005,0.834142601,0.612634088,0.284495021,0.307653898
1286,0.789263461,0.914182475,0.246803509,0.833285855,0.615812475,0.472261735,0.23846922
1287,0.776801406,0.96335011,0.255947071,0.834237964,0.622566547,0.484352774,0.231951934
1288,0.791979549,0.963479159,0.255129349,0.834713866,0.633690902,0.46799431,0.240975944
1289,0.004952868,0.95380049,0.310139756,0.832809648,0.635677394,0.449857752,0.247827576
1290,0.783032433,0.917537747,0.244945049,0.830619949,0.637663886,0.416429587,0.2642046
1291,0.797251957,0.95741386,0.254163009,0.830143743,0.661104489,0.359530583,0.295788818
1292,0.793097939,0.963479159,0.256393161,0.82966784,0.6829559,0.314722617,0.317513451
1293,0.76769452,0.903729513,0.244647636,0.823669401,0.64640445,0.304054054,0.324532241
1294,0.768972679,0.957801007,0.254757657,0.823193499,0.648390942,0.347083926,0.304144441
1295,0.787346221,0.906568589,0.245985787,0.821574761,0.648390942,0.369487909,0.299298121
1296,0.02396549,0.972641631,0.313782355,0.819194641,0.649185538,0.387624467,0.288602901
1297,0.003994248,0.853529488,0.324115409,0.83176248,0.711958681,0.353485064,0.310661819
1298,0.02380572,0.971480191,0.335191848,0.835665975,0.727453317,0.266002845,0.370822395
1299,0.828247324,0.965156794,0.25230455,0.837665557,0.743345252,0.209103841,0.403074968
1300,0.76737498,0.966447284,0.258474576,0.823764764,0.669050457,0.222972973,0.384525353
1301,0.002875859,0.905020003,0.302111264,0.819765906,0.661899086,0.268136558,0.350267498
1302,0.004793098,0.943347529,0.30895036,0.816623794,0.664282876,0.325746799,0.301971972
1303,0.809234702,0.967350626,0.256318763,0.820241808,0.683353198,0.339615932,0.29077537
1304,0.793577249,0.963479159,0.257136545,0.814719576,0.669447755,0.352418208,0.271891745
1305,0.796772647,0.961672474,0.256467499,0.811291983,0.66587207,0.31401138,0.266042846
1306,0.778718645,0.91482772,0.249777044,0.811101561,0.662296385,0.387624467,0.247994704
1307,0.78990254,0.949025681,0.256021469,0.813672408,0.681366706,0.397937411,0.240975944
1308,0.769771529,0.939992257,0.253642581,0.811577768,0.676599126,0.410739687,0.232119062
1309,0.766256591,0.966318235,0.257582575,0.80995903,0.675407231,0.421052632,0.217078902
1310,0.004633328,0.969028262,0.313187612,0.809863972,0.679380215,0.432076814,0.212232643
1311,0.006710337,0.970705898,0.313187612,0.808340597,0.677393723,0.434210526,0.210561494
1312,0.808595622,0.968641115,0.255501041,0.807769332,0.676996424,0.422119488,0.21239977
1313,0.776002556,0.967092528,0.255649777,0.807769332,0.664282876,0.429231863,0.208890375
1314,0.772168078,0.966318235,0.256318763,0.811672827,0.672228844,0.422119488,0.218081512
1315,0.772168078,0.962059621,0.25505501,0.814624517,0.665077473,0.423541963,0.222593579
1316,0.786387602,0.966447284,0.256393161,0.818813797,0.676599126,0.416429587,0.233121672
1317,0.788624381,0.93018454,0.250148736,0.820622652,0.668653159,0.414651494,0.246323493
1318,0.782872663,0.967092528,0.256690455,0.823859823,0.676599126,0.399359886,0.26036092
1319,0.017255153,0.888372693,0.297948243,0.826811513,0.671036949,0.416785206,0.25451199
1320,0.004793098,0.94437992,0.307983925,0.831857539,0.672626142,0.417496444,0.260026788
1321,0.793737019,0.961543425,0.252973536,0.837094291,0.676599126,0.437411095,0.246657748
1322,0.779038185,0.964382501,0.255724115,0.838236822,0.675804529,0.454125178,0.235294141
1323,0.776162326,0.959994838,0.255798394,0.838903146,0.677791021,0.461593172,0.227941219
1324,0.779357725,0.952122855,0.255352423,0.835190073,0.674215336,0.477951636,0.215909135
1325,0.765617511,0.888372693,0.243606899,0.834333022,0.678585618,0.490042674,0.210895718
1326,0.764978431,0.933539812,0.251263812,0.832619531,0.681366706,0.482219061,0.214906433
1327,0.785428982,0.915602013,0.249256616,0.83300007,0.688518077,0.503556188,0.195020076
1328,0.005272408,0.890050329,0.299063318,0.828715731,0.686928884,0.508179232,0.197025418
1329,0.02316664,0.95031617,0.309991115,0.82881079,0.690901867,0.513157895,0.194184501
1330,0.795973798,0.927474513,0.249256616,0.825954463,0.695669448,0.535206259,0.159257985
1331,0.783351973,0.965931088,0.256170086,0.825764041,0.692093762,0.516358464,0.183656408
1332,0.777600256,0.965802039,0.256839191,0.82643067,0.703218117,0.527382646,0.179144403
1333,0.79181978,0.965802039,0.257508237,0.825002354,0.708780294,0.504623044,0.185160461
1334,0.774564627,0.947735192,0.255129349,0.823383921,0.715931665,0.522759602,0.176303517
1335,0.765777281,0.915085818,0.247844246,0.817195059,0.694477553,0.526671408,0.172794122
1336,0.788145071,0.926442122,0.249405352,0.818813797,0.692888359,0.491465149,0.190842264
1337,0.784310593,0.955220028,0.254460303,0.821860546,0.720699245,0.447368421,0.214405051
1338,0.02364595,0.969544457,0.312221267,0.825954463,0.750893921,0.389758179,0.245989361
1339,0.006390797,0.948638534,0.308578668,0.829858262,0.764402066,0.330725462,0.27907754
1340,0.788304841,0.928765002,0.248067202,0.832619531,0.723083035,0.298364154,0.29194523
1341,0.797731267,0.901406633,0.244275944,0.835285132,0.713945173,0.334992888,0.282754001
1342,0.772807158,0.950703317,0.252676241,0.838331881,0.70003973,0.374466572,0.270889013
1343,0.771369228,0.96567299,0.256839191,0.844806222,0.712753278,0.39829303,0.266711201
1344,0.770091069,0.965802039,0.256616117,0.850042974,0.714342471,0.425675676,0.258188573
1345,0.765297971,0.958317202,0.255575379,0.854708156,0.727056019,0.44487909,0.253843634
1346,0.776322096,0.92540973,0.25,0.848614658,0.710369487,0.481152205,0.230447821
1347,0.003994248,0.881145954,0.296907577,0.846996225,0.711958681,0.5,0.214572179
1348,0.004633328,0.922699703,0.304713107,0.847281706,0.713945173,0.517069701,0.202707221
1349,0.794535868,0.969931604,0.254831995,0.848138756,0.71473977,0.525248933,0.197192545
1350,0.782233584,0.967737773,0.256393161,0.850138033,0.725864124,0.546230441,0.184993334
1351,0.774245087,0.92786166,0.251040737,0.845282429,0.720301947,0.552987198,0.178810179
1352,0.778079565,0.899987095,0.245614095,0.841093149,0.717918157,0.559032717,0.164271371
1353,0.772168078,0.948638534,0.254163009,0.838998509,0.701628923,0.57254623,0.158422441
1354,0.789103691,0.966060137,0.257433839,0.840712306,0.715137068,0.56970128,0.15691848
1355,0.7683336,0.96683443,0.256764853,0.839474411,0.663885578,0.580725462,0.13770054
1356,0.786866912,0.966576332,0.257954267,0.840236099,0.698053238,0.576458037,0.14354947
1357,0.019012622,0.93250742,0.306794529,0.83300007,0.686134287,0.584992888,0.134358272
